overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,image,style
5,True,"02 1, 2016",A22AP8KGBSY7CK,B00008RCN8,Christopher Costa,"I got exactly what I ordered, in a timely fashion, and I love this flavor...good deal.",and I love this flavor,1454284800,,,{'Flavor:': ' Strawberry'}
5,False,"01 23, 2016",ACFM9BNEDMBXQ,B00008RCN8,Lyla Moody,Tastes good and is refreshing just like it supposed to . We love orbit gum and love this car case for it.,Great refreshing breath and mouth!,1453507200,,,
5,False,"01 13, 2016",A3N0N9AGND2OIF,B00008RCN8,JT,Great Orbit taste. Ordered with a Dash Button.,Get gum at the click of a Dash button!,1452643200,,,{'Flavor:': ' Sweetmint'}
5,True,"01 11, 2016",A3VZM7KYDANWC3,B00008RCN8,pyroandice,"This is my go-to gum. It isn't too strong, it lasts a long while, and it doesn't stick to my teeth.",This is my go-to gum. It isn't too strong ...,1452470400,,,{'Flavor:': ' Cinnamon'}
5,True,"01 11, 2016",A35XGZJHMDKX8E,B00008RCN8,Carole Cribbs,My favorite flavor.  Be box store doesn't carry it anymore.,My favorite flavor. Be box store doesn't carry it anymore,1452470400,,,{'Flavor:': ' Wintermint'}
5,True,"01 9, 2016",A2GQCAU2IW5N5J,B00008RCN8,Jonathan Keith,"It's a lot of gum, y'all.",Five Stars,1452297600,,,{'Flavor:': ' Sweetmint'}
5,True,"01 8, 2016",A1RDC3FAKWAEDK,B00008RCN8,Andrew Evenstar,Bought these in bulk for my girlfriend. Tired of spending more $ at target for them :),for her yo,1452211200,,,{'Flavor:': ' Strawberry'}
3,True,"01 7, 2016",A9IGYES8YDRBQ,B00008RCN8,Linda L.,Good flavor but gets pretty hard after about 10 mins.,Three Stars,1452124800,,,{'Flavor:': ' Strawberry'}
5,True,"12 29, 2015",A2EUUP220FPP8A,B00008RCN8,Kuga.bH,"My mouth waters just thinking about this flavor! The flavor only lasts a few minutes sadly, but I only really chew gum for something to chew on, and also to make my breath smell great. This gum gives your breath a very powerful strawberry smell, really great.",and also to make my breath smell great. This gum gives your breath a very powerful ...,1451347200,,,{'Flavor:': ' Strawberry'}
5,True,"12 25, 2015",A2MYEVHF2PH9GI,B00008RCN8,Mr. Moreno,My grandmother likes these very much.,Five Stars,1451001600,,,{'Flavor:': ' Sweetmint'}
5,True,"12 19, 2015",A3EY8QKD6W2FZS,B00008RCN8,Kindle Customer,"I LOVE this gum!! It's the perfect blend of sweet and tart. I found it here, since I can't get it at a certain store anymore. It's cheaper than buying a couple of packs at a time from a gas station. I'm just happy I found my favorite gum again!!",Orbit Citrus Remix,1450483200,,,{'Flavor:': ' Citrus Remix'}
5,True,"12 8, 2015",ATBD7FOBUYI8J,B00008RCN8,Stephen G. Hutchings,"Good stuff, this gum is.",Five Stars,1449532800,,,{'Flavor:': ' Wintermint'}
5,True,"12 8, 2015",A1FN2HCSK0KD40,B00008RCN8,KB,My son loves this stuff. Flavor is great!,yum,1449532800,,,{'Flavor:': ' Strawberry'}
5,True,"12 3, 2015",A32EM2Q2E26S8G,B00008RCN8,mom knows,My kids love knowing mom always has gum available now :),Five Stars,1449100800,,,{'Flavor:': ' Strawberry'}
1,True,"12 2, 2015",A3AQSBA3CM05MH,B00008RCN8,Amazon Customer,Products look very old,One Star,1449014400,,,{'Flavor:': ' Cinnamon'}
5,False,"11 27, 2015",A2BF9VM6RDRKUR,B00008RCN8,Amazon Customer,The only gum that I willingly chew is this strawberry flavored Orbit. It just gives a sweet taste afterwards and a sweet scent in my mouth all day long.,sweet strawberry scent in my mouth,1448582400,,,{'Flavor:': ' Strawberry'}
5,True,"11 26, 2015",AH2EAB0QI4WFP,B00008RCN8,Will,"love this gum, cheap price can't buy at dollar store this cheap",Five Stars,1448496000,,,{'Flavor:': ' Bubblemint'}
5,True,"11 23, 2015",AKW5WFJ24WMW4,B00008RCN8,GAPEACH,It taste like its suppose to.,Great Buy!,1448236800,,,{'Flavor:': ' Strawberry'}
3,True,"11 23, 2015",AUB0FB12ZEJNI,B00008RCN8,Ozzythree,Not very flavor able,Three Stars,1448236800,,,{'Flavor:': ' Strawberry'}
5,True,"11 19, 2015",A1QC1C545QHNZG,B00008RCN8,yalcin,"The best price you could ever get, Fresh made (not expired or not even close to expiry date), original neat whole pack that you couldn't buy from stores on this price. Orbit have had the best quality since beginning. Do not hesitate to get advantage of this great price deal of the best Sugar Free Gum.","Best Price, Best Quality, Fresh Out of the Box",1447891200,4,"['https://images-na.ssl-images-amazon.com/images/I/71MzgB0t8mL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71aCPNmobbL._SY88.jpg']",{'Flavor:': ' Wintermint'}
5,True,"11 19, 2015",A7H2RRYPR3DV,B00008RCN8,Amazon Customer,great value for a 24 pack,great value,1447891200,,,{'Flavor:': ' Wintermint'}
2,True,"11 13, 2015",A19SJK1OKC6NE6,B00008RCN8,Diabetic,"Neither cinnamon nor mint flavored but a mediocre combination of something.  The flavor, bad as it is, lasts a reasonable length of time.  Overpriced and promised credit if I didn't have it shipped prime,  I didn't and the credit never appeared.  All things considered, I am sorry I didn't buy a different product.",bad as it is,1447372800,,,{'Flavor:': ' Cinnamon'}
5,True,"11 7, 2015",A2PARS0PF8DCNV,B00008RCN8,Mary Ann Baldari,Excellent packaging and I love this gum and so do my grandchildren,Five Stars,1446854400,,,{'Flavor:': ' Bubblemint'}
5,True,"11 5, 2015",A3CJMQPP3W8BRE,B00008RCN8,sheraprincess,My favorite gum and love this flavor.,Best Gum Ever!,1446681600,,,{'Flavor:': ' Sweetmint'}
5,False,"11 5, 2015",A2IZ8MTP4WKB7C,B00008RCN8,M.C.,Better than expected.,Better than expected.,1446681600,,,{'Flavor:': ' Strawberry'}
4,True,"11 2, 2015",A2YLTVWHPN9GDB,B00008RCN8,Michael,MMMM Tasty Gum,Four Stars,1446422400,,,{'Flavor:': ' Cinnamon'}
5,True,"11 2, 2015",A38H6PHZ1A0V26,B00008RCN8,utahsand,great flavor,Five Stars,1446422400,,,{'Flavor:': ' Cinnamon'}
5,True,"11 2, 2015",A1TVOMD8XX2AEI,B00008RCN8,carol ninteau,A++++,Five Stars,1446422400,,,{'Flavor:': ' Cinnamon'}
1,True,"10 30, 2015",A1A2GV1SQQLGGW,B00008RCN8,rh915,"OK - I admit it, we chew a lot of gum.  We chew Orbit almost exclusively and order it via Amazon Prime Subscribe and Save.  We get all the Orbit flavors they offer on Amazon.  This is the only flavor which seems to have this problem.  We have ordered it multiple times (thinking perhaps it was a bad batch or had a transit issue) and experienced the same issue.

For some reason the Orbit Bubblemint gum dissolves in your mouth within 5-10 minutes (multiple people have tried it with the same result).  It becomes a nasty slimy goo in a matter of minutes.  I don't know if the issue is with the gum recipe or what gets shipped through Amazon Prime is older or it gets too hot or cold in shipment - - whatever the reason, it dissolves in a matter of minutes into a nasty mush in your mouth.

All the other Orbit flavors are great and we have not seen this issue with them, but based on our experience, I would avoid the Bubblemint.",Dissolves into nasty mush in your mouth within 5-10 minutes,1446163200,,,{'Flavor:': ' Bubblemint'}
5,True,"10 23, 2015",A2WVLFYBPBPWRX,B00008RCN8,Katherine W. Stott,loved the price for this,Five Stars,1445558400,,,
1,True,"10 22, 2015",A28NHDM3DJLW6F,B00008RCN8,College STUDENT,i love the gum but amazon did not give the 4.99 dash button credit for my first purchase.,One Star,1445472000,,,{'Flavor:': ' Sweetmint'}
5,True,"10 20, 2015",A3HHST5XIUFKTF,B00008RCN8,Nick,"Came as described. Was perfect! It would be pretty difficult to mess up this order.

Thanks!! :)",Perfect!,1445299200,,,{'Flavor:': ' Wintermint'}
5,True,"10 18, 2015",A31U77EXR3S8MX,B00008RCN8,MadeInRio,OMG!! I am sooooo addicted to this gum that I think I need to do some rehab. It's that good!,It's that good!,1445126400,,,{'Flavor:': ' Sweetmint'}
5,True,"10 17, 2015",A6LZQG06JCQIT,B00008RCN8,Mike,"I love this stuff.  I smoke, and this helps promote saliva production to keep my mouth healthy, and my breath fresh.",This is my Go-To Gum.,1445040000,,,
5,True,"10 14, 2015",A39TBVUKDR4DM9,B00008RCN8,Syra_87,"Love this gum, kids love this gum. It came exactly as expected from subscribe and save.",Five Stars,1444780800,,,{'Flavor:': ' Strawberry'}
1,False,"10 9, 2015",A1728LOAC6MRWN,B00008RCN8,Socalmomof3,"Maybe it's just me, but this flavor tastes horrible!  I like Cinnamint and other flavors they make, but this is just not good. If you must, try buying a pack before buying a box.",Yuck!!!,1444348800,,,{'Flavor:': ' Citrus Remix'}
4,True,"10 4, 2015",A1HUI35I7RUMEZ,B00008RCN8,Tiffany,Gun was kinda stale,Four Stars,1443916800,,,{'Flavor:': ' Sweetmint'}
5,True,"09 26, 2015",A1PI2LCGSS9AIZ,B00008RCN8,Amazon Customer,I LOVE this gum!  It arrived fresh and dry.,Five Stars,1443225600,,,{'Flavor:': ' Sweetmint'}
5,True,"09 23, 2015",A2AGE131GV9OE0,B00008RCN8,Gail M.,Good,Five Stars,1442966400,,,{'Flavor:': ' Sweetmint'}
1,True,"09 22, 2015",A2SZQVH7XPZZ6C,B00008RCN8,JPW,The gum arrived stale.,Stale,1442880000,,,{'Flavor:': ' Cinnamon'}
4,True,"09 21, 2015",AQWDHKTOQPG76,B00008RCN8,Ira,"Tastes OK, excellent price. Fairly fresh (not stale, like other people noted). Tastes goes a bit fast, but that's not really an issue with us.","Fresh, tastes fine.",1442793600,,,{'Flavor:': ' Bubblemint'}
5,True,"09 20, 2015",A12PXIZ6MHO0HP,B00008RCN8,ddoth,"What is there to review/say?  Like broccoli or opera, one either loves or hates it.  I love Orbit gum.

Got tired of chasing down sales at local stores and just bought it by the case on Amazon.  No regrets.",Like broccoli or opera,1442707200,,,{'Flavor:': ' Sweetmint'}
3,True,"09 16, 2015",A2EU9SYCRLRPZ2,B00008RCN8,Susan Byrne,Not so fresh.,Three Stars,1442361600,,,{'Flavor:': ' Bubblemint'}
4,True,"09 14, 2015",A2WVCYXA5MCD46,B00008RCN8,lizz vogel,Perfect,Four Stars,1442188800,,,{'Flavor:': ' Cinnamon'}
2,False,"09 14, 2015",A3BTGLSAL4TFJ,B00008RCN8,Chaliejean,I was expecting a longer flavor experience but it does take care of coffee breath.,No Coffee Breath,1442188800,,,{'Flavor:': ' Sweetmint'}
1,True,"09 13, 2015",AN97FMD7VR28B,B00008RCN8,glnickell,The bottle was busted & only a couple of pieces were on the bottom of the box.  Must be a trail of gum from here to where ever the gum came from,The bottle was busted & only a couple of pieces ...,1442102400,,,
4,True,"09 8, 2015",A1CPMWUSF4FT3N,B00008RCN8,Bing C. Dionida,"This is a really nice warm minty flavor.  Its Mild Flavor.  Though, some people like a really strong minty flavor that helps people with what they feel may be their own bad halitosis.  LOL!

Don't let this stop you from believing that.  My mother likes the stronger peppermint or spearmint flavor.  They also have fruit flavors but like this one...it doesn't have the shocking punch of Strong Mint

If you found this review helpful.  Please click Yes at the bottom of this review.  Thank You.",Milder Mint Flavor,1441670400,,,
3,True,"09 8, 2015",A1VFNRRPS8EW62,B00008RCN8,John,Slightly stale. Only good to chew for about an hour at best.,Only good to chew for about an hour at best,1441670400,,,{'Flavor:': ' Bubblemint'}
5,True,"09 3, 2015",AHWOGDZ1WTO2K,B00008RCN8,Peter Schaefer,It's mint gum. In bulk. Tastes good.,Great value,1441238400,,,{'Flavor:': ' Wintermint'}
5,True,"08 27, 2015",AS6682QCE3B45,B00008RCN8,Landon M Bravo,Great,Five Stars,1440633600,,,{'Flavor:': ' Sweetmint'}
5,True,"08 22, 2015",A3OJF62DRT4X32,B00008RCN8,My3Boys,Tastes and smells great! Sometimes the Strawberry flavor is hard to find but not on Amazon! One of the only flavors I chew. Love them!,Tastes and smells great! Sometimes the Strawberry flavor is hard to find ...,1440201600,,,{'Flavor:': ' Strawberry'}
4,True,"08 13, 2015",A1TC1911BXXPSM,B00008RCN8,Luvchocolat00,Doesn't last as long as I thought it would but it's okay.,Okay for if you want something fast,1439424000,,,
5,True,"08 13, 2015",ARI6FOSZSBVE5,B00008RCN8,phil&#039;sskill,"The gum is what it is...the key is the price! The price becomes reasonably close to a Sam's or Cosco only when you subscribe to their automatic shipment program. I needed to make it semi-annual to work for me, get my usage to align with cost.",The gum is what it is... the ...,1439424000,,,{'Flavor:': ' Wintermint'}
5,True,"08 11, 2015",A193D3C7QWVUGA,B00008RCN8,Amazon Customer,Tastes great and can't be found at Costco.,Can't be found at Costco.,1439251200,,,{'Flavor:': ' Wintermint'}
5,True,"08 9, 2015",A29FJK41SRREUH,B00008RCN8,Randy Watson,"We've tried all the varieties of Orbit gum but always come back to the Bubblemint Sugarfree in the familiar pink package. It's a traditional flavor; nothing gimmicky, has long-lasting chewiness (I'll keep it in for about 30 minutes) and most importantly, doesn't leave my teeth feeling icky or bitty. Amazon has the best price I've found, and when you use Subscribe & Save it's even cheaper!",Best of the Orbit options,1439078400,,,{'Flavor:': ' Bubblemint'}
5,True,"08 8, 2015",A3V9NCT07USBGN,B00008RCN8,Christopher Nelson,delicious and addictive. What more could you ask for in a gum!,Five Stars,1438992000,,,{'Flavor:': ' Bubblemint'}
5,True,"08 5, 2015",A3FMY1IPLYH281,B00008RCN8,Amanda&#039;s Reviews,Got this with a coupon and subscribe and save and it was a great price. I love this gum and flavor.,... coupon and subscribe and save and it was a great price. I love this gum and flavor,1438732800,,,{'Flavor:': ' Wintermint'}
1,True,"08 3, 2015",A2A997MH27DP2N,B00008RCN8,D.P.,"I bought the Orbit Bubblemint Sugarfree Gum, 14-Piece, 12 Count.  The flavor does not last very long and the gum becomes very hard after about 5 to 10 minutes.  I will not buy this again.","Flavor does not last, gets hard very quickly",1438560000,,,{'Flavor:': ' Bubblemint'}
5,True,"08 2, 2015",A3HBA0127P9SNS,B00008RCN8,NewYorkerInSouthFL,It's hard to find the bubblemint flavor where I live in single packs or triple packs plus I'd rather buy in bulk anyway! Great price and yummy gum!,Hard to find flavor in my area,1438473600,,,{'Flavor:': ' Bubblemint'}
5,True,"07 29, 2015",A141T7AGR96CW6,B00008RCN8,Craig Kean,Always have a pack with me.,Awesome Freshness!,1438128000,,,{'Flavor:': ' Wintermint'}
3,True,"07 22, 2015",A2SOTBJH9VE29,B00008RCN8,steve locigno,now I have acquired the cinnamon penchant,Three Stars,1437523200,,,{'Flavor:': ' Cinnamon'}
5,True,"07 20, 2015",A198L25R5RST7M,B00008RCN8,Amazon Customer,Tastes Great!,Five Stars,1437350400,,,{'Flavor:': ' Cinnamon'}
5,True,"07 20, 2015",A3C4YT5TWT6YSY,B00008RCN8,Matt,There are no instructions for use included on the packaging.,Five Stars,1437350400,,,
5,True,"07 20, 2015",A2MC7YYNTHS6PJ,B00008RCN8,CW,I love this flavor.  Product is always fresh.,Excellent flavor,1437350400,,,{'Flavor:': ' Bubblemint'}
5,True,"07 19, 2015",A31BNH1ZDMOSRB,B00008RCN8,dtobisk,"I've been sampling a variety of different chewing gums so far, and I'd say this is my favorite. Sweet, with a nice texture. Flavor isn't terribly long-lasting, but no worse than other gums I've tried. I'll definitely buy again.",and I'd say this is my favorite. Sweet,1437264000,,,{'Flavor:': ' Strawberry'}
3,True,"07 17, 2015",A19IDPU990VUBB,B00008RCN8,Jewvonne,"This strawberry flavor tastes very phony and kinda weird. My favorite flavor of Orbit gum is the Tropical Remix. None of these gums' flavors lasts more than about 6-7 minutes at most. Caution: the more pieces you chew the more gas you will pass (I mean severe). And if you chew 2 entire packages within a day, you'll probably get diahrrea like I did!!! All of the Orbit gums are bubble gums which I like but the pieces are rather small so I chew 2-3 pieces at a time.",Strawberry flavor Orbit gum not so great but other flavors are but with side effects.,1437091200,,,{'Flavor:': ' Strawberry'}
2,True,"07 13, 2015",AR20IAI6IDZZN,B00008RCN8,Taylor P.,"The gum tastes stale, as if it has been sitting in a warehouse for a while. Doesn't taste nearly as sweet or fresh as the same kind bought from the store. Thought I would buy in bulk to save money, but I chose poorly.",Not as good as store-bought,1436745600,,,{'Flavor:': ' Wintermint'}
1,True,"07 13, 2015",A2HB1017H4GFTX,B00008RCN8,Michael Erstad,Gum came and it was hard as a rock. Threw it away already.,One Star,1436745600,,,{'Flavor:': ' Cinnamon'}
5,False,"06 27, 2015",A3G0F3VRM187KT,B00008RCN8,Bullwinkle,Love this gum and in the pantry a good price,Great value prime pantry,1435363200,,,
5,True,"06 16, 2015",AG2QBJAZD7OUQ,B00008RCN8,Lorraine Carroll,I don't know why I love this gum so much but I do. It's long lasting and I don't feel like I'm chewing on toothpaste. Has a nice bubblegum flavor with a hint of mint. I've been using this product for years.,The only gum I use,1434412800,,,{'Flavor:': ' Bubblemint'}
5,True,"06 12, 2015",A8N76G7E26DM4,B00008RCN8,What? Yep.,The flavor is powerful and seems to last!,Five Stars,1434067200,,,{'Flavor:': ' Strawberry'}
5,True,"06 10, 2015",A2KBW53W69CFR8,B00008RCN8,Stephen_07030,"Best gum on Earth. Super juicy and smells/tastes amazing. Folks will have chewing gum envy the second they smell this delicious scent. I always carry enough to share because people will definitely be asking for a piece. So, buy the big box and enjoy.","If you love chewing gum, do yourself a favor and buy this stuff",1433894400,,,{'Flavor:': ' Strawberry'}
5,True,"06 9, 2015",A3GAROL6C8Z373,B00008RCN8,Patti Watti,Nobody else makes this flavor - hark back to bubblegum of old.,Five Stars,1433808000,,,{'Flavor:': ' Bubblemint'}
5,True,"06 2, 2015",A23AR4D7CJJ4UB,B00008RCN8,Lou A. Davis,chewing some now!,Five Stars,1433203200,,,{'Flavor:': ' Cinnamon'}
5,True,"05 30, 2015",A1OKQZ4V43GVQS,B00008RCN8,Cami,Excellent.  Fresh!,Five Stars,1432944000,,,{'Flavor:': ' Bubblemint'}
5,True,"05 25, 2015",ANIXIHAN5EQTS,B00008RCN8,SarahA,"Gum addict here. Hi, I'm Sarah and I'm addicted to gum. It has come at a price though, It's an addiction that costs almost $4 for a pack of three at CVS with the wonderfully high tax in Chicago to fund all the political corruption. So this is a blessing and for less than $20 with a subscribe and save,  I can continue funding my addiction while developing stronger jaw.",Gum Addict!,1432512000,,,{'Flavor:': ' Wintermint'}
5,True,"05 25, 2015",AAJM7QLZ8DH0C,B00008RCN8,Jonathan,Fast shipping was great!,Five Stars,1432512000,,,{'Flavor:': ' Wintermint'}
5,True,"05 23, 2015",ARMA0E0V71FLZ,B00008RCN8,Keith R. Douglas,"Want the anti-bacterial qualities of Xylitol? Here it is in this package and other flavors are available.

Gum disease hits many of us. I had surgery about 15 years ago with root planing and scaling on 3 of my 4 mouth quadrants. The only quadrant which did not need to be peeled and scaled was where I had parked (think baseball player storing his ""chaw"") my xylitol gum for 30 years when I was making sales calls.

Now that once again I am undergoing additional periodontal maintenance, I decided to decrease the bacteria in my mouth by inserting some xylitol laced gum. Strange thing is, when you check the labels of those old line gums which used to contain xylitol, it is no longer available - having been replaced by artificial sweeteners and chemicals. A quick Google search showed Orbit was still using xylitol. Many reviewers have mentioned that the flavor does not last long. I disagree. I chew this to keep my mouth wet while on the elliptical for 45 minutes and it still has flavor left at the end of my workout. I never found any gum with flavor retention longer than two hours or so.

I will edit this review if it seems that this gum is helping my overall mouth health. In the meantime, I am getting at least the placebo effect.

Incidentally, the price was about $1.50 less than buying directly from Orbit, and Prime got it delivered in two days!

WOW! Just checked to make sure that I had the spelling correct. Amazing properties of Xylitol which extend way beyond antibacterial qualities; See: http://en.wikipedia.org/wiki/Xylitol. If that link is whacked, just ""google"" Xylitol.",Want the anti-bacterial qualities of Xylitol?,1432339200,4,,{'Flavor:': ' Cinnamon'}
