,author_name,review_title,review_text,author_rating,visit_date,overall_rating,restaurant_name
4629,CitySampler,Birthday Celebration,"I celebrated my birthday here with a group of about 35 friends, having visited for dinner before and enjoyed the outdoor ambience.The guests all had a lot of fun, and a live band that night really added to the fun and festive mood. The food...More",3.5,01/10/2017,3.5,Nok by Alara
4630,KateDK,Shining moments in an average meal,"I'd actually rate this restaurant at 3.5 stars, but am erring on the higher side in hopes they'll step it up.  We went as a group for dinner one night, and the food was something of a mixed bag.  The suya, both chicken and beef,...More",3,01/09/2017,3.5,Nok by Alara
4631,Robertsnov,Business Dinner,"Went here this week with 4 other people from work, the building is amazing, the outside bar area looked ok , although the seats were wet when we arrived(life in Africa) so we sat inside. Staff were attentive and explained the dishes when asked, the...More",5,01/09/2017,3.5,Nok by Alara
4632,RitzAroundTheWorld,The ambience...oh my!,"Nok by Alara is high-end and lovely for a couple's dinner date. The food was very good...local and regional dishes presented in gourmet style. Amazing what those guys can whip up. The staff were quite pleasant too. 

I just love the ambience - the architectural...More",3,01/08/2017,3.5,Nok by Alara
4633,aabsaloms,A surprise awaits you here,"The restaurant blew me away. The ambiance is fabulous for both business events and just drinks with friends. Visited twice during my stay in Lagos and both times had a lovely time. The food is awesome, the cocktails very creative.",3,01/07/2017,3.5,Nok by Alara
4634,Wole O,Nok is nice.,"People always ask for Nigerian food. Nok presents an interesting variety of this in a cool setting. A lot of work must have gone into compiling the menu. And the chef or chefs, work it hard. Constantly looking for an opportunity to go to Nok....More",4,01/04/2017,3.5,Nok by Alara
4635,shawii,"Artsy ambiance, but normal menu","Impressive visual arts, very artsy, nice lighting, very comfortable for any occasion. Service is great, friendly staff, attentive to guests needs. Food is so-so, portion is just enough...quality of food is not so good;lobsters were okay, shrimp was dry like overcooked and the beef with...More",4,01/03/2017,3.5,Nok by Alara
4636,terrymlon,Perfect place for drinks.,"Great venue - fun, stylish, proudly Nigerian. Great service, delicious cocktails/drinks and really worth a visit.",4,01/04/2017,3.5,Nok by Alara
4637,NnennaWestAfrica,Food Art,I was not sure what to expect but I was blown away. The art gallery and store in itself is enough reason to go there. But the food..way out of this world. I loved the grilled plantain with crushed groundnut toppings. That stuff is dope....More,4,01/04/2017,3.5,Nok by Alara
4638,Schemeroo,Lagos Gem,"What a great find for a authentic taste of West Africa with an upscale taste.  In an intimidating city, this is a welcoming gem!",4,01/04/2017,3.5,Nok by Alara
4639,M R,Nice decor and ambience,"If i could rate the interior and overall ambience separately then i would have give a 4 or 5.  Its a very pleasant setting the outdoor area is particularly welcoming, although the music is slightly too loud for easy conversation.

The service was very slow...More",3,01/03/2017,3.5,Nok by Alara
4640,Bee2B,Nice food but drinks are pricey,We have eaten here a few times and tried different things each time and I have to say they have kept the good standards . It's an eclectic take on our west African cuisine.  It works well for all types of dinner settings and hangouts...More,5,01/03/2017,3.5,Nok by Alara
4641,Zo052016,WORST SALAD EVER !!!!!!,"The architecture is beautiful, a classy finish. the service was average but the food was crap.
I ordered for NOK chicken salad and in 15 mins I got my salad (good service). At first glance the salad looked sickly, not so fresh leaves and a...More",3.5,01/03/2017,3.5,Nok by Alara
4642,irishboy4,Small servings but good food,"All the food is Nigerian, which is no bad thing. The service was very good, the server Daniel was shy, but polite and helpful. Would suggest you try to find a seat that is close to the AC out let, we had to move as...More",3.5,01/03/2017,3.5,Nok by Alara
4643,ChikaLadybug,YUMMY!!!!!!!,This ia a lovely find in Lagos.  Food and (bar) drinks were fresh and delicious. Waiters were attentive and the decor is inviting,4,01/02/2017,3.5,Nok by Alara
4644,normao235,African Fine-Dining Exists and I'm here for it!!!,"Oh my goodness. So I am a foodie and I have eaten in restaurants all over the world, this is one of the best places I ever ate in my life... not just for Nigeria, period. From start to finish everything was stunning. I ate...More",3.5,01/02/2017,3.5,Nok by Alara
4645,SteveUz,Wow,"The staff attire conduct, decor, background music and most importantly the food....all on point. We decided to dine in the garden which had a contemporary African style and the presentation of food was also in keeping.
Will I be back? In a heartbeat.",1,01/01/2017,3.5,Nok by Alara
4646,Dupri00,Interesting Menu,"Lovely restaurant in the heart of Victoria Island. Ambience is excellent with an colourful sit out (preferred) and cozy sit in with light music. Menu offers a fusion of African and continental meals but very different e.g the calamari Suya, duck spring rolls amongst so...More",4,01/12/2016,3.5,Nok by Alara
4647,Agb0mma,Fantastic,So after we walked out on the Hard Rock Cafe due to the terrible waiter we came over to Nok by Alara. Perhaps it was us comparing Nok to where we had just been but we absolutely loved it! The food was exquisite and the...More,5,01/11/2016,3.5,Nok by Alara
4648,Bruce P,Lovely afro-fushion,I enjoyed eating here. It was difficult to find because there is no signage but it is inside the Alara center. The food was African with an international flair.,5,01/12/2016,3.5,Nok by Alara
4649,beachbummer75,Lovely dinner in beautiful setting,"We had dinner outdoors as we enjoyed the layout with artistic furniture, modern setting and greenery all around - one has private dining space even though the area was full.  Our dinner consist of lamb, fish served in leaves - both were delicious.  The cocktails...More",5,01/12/2016,3.5,Nok by Alara
4650,FrankHosea,Amazing,"This is by far the best experience for a foodie in Lagos. Menu is creative, atmosphere and design is modern african - Food is Yum. The guys here have created a space that could rival any major restaurants globally... Hats down.",4,01/11/2016,3.5,Nok by Alara
4651,TukeMorgan,Creative spin on African Food,"I went there for lunch on my birthday and had a great time. It wasn't as expensive as people make it out to be. N15,000 for 2 people and we were stuffed. I like the fact that they put a creative spin on african food....More",5,01/06/2016,3.5,Nok by Alara
4652,bthoms,Top notch in VI,"Amazed at the design of the building, I was even more amazed to see the restaurant. It has a nice alfresco lounge with funky seatings where drinks are served, and hip interiors with vibrant design. The food served here matches with the top notch design...More",4,01/11/2016,3.5,Nok by Alara
4653,ZeeGoes,Mix Bag,"Getting a filling meal here requires serious knowledge of each dish. My first time here was last year and we had a 3 course meal. It was moderately good, but my hunger pangs were still there after the meal was done. I get that they...More",5,01/08/2016,3.5,Nok by Alara
4654,Norwegianviking101,African fusion,"Good rest aran and a nice location On the V Island.  Food and drinks was really good.

Try out their local cocktails. oggoro gin with lemongrass is a must and goes good with the lobster.",5,01/11/2016,3.5,Nok by Alara
4655,fiazu2018,Culture & good food,"Really liked the concept, the food and the portions allow one to try various African cuisine. Expensive but a place where you could experience African cuisine without concerned about health risks",4,01/11/2016,3.5,Nok by Alara
4656,Cetinst,Location Location Location,"After dealing with the intense hustle and bustle of Nigeria it was such a breath of fresh air to land on this beautiful gem in the city. I was floored as we exited the car by the jaw dropping architecture by David Adjaye, same achictecural...More",3.5,01/10/2016,3.5,Nok by Alara
